lat,lon,title,type,link 
54.42,18.46,Zeusa (N/Ż),Autobus,
54.42,18.46,Zeusa (N/Ż),Autobus,
54.42,18.47,Koziorożca,Autobus,
54.42,18.47,Koziorożca,Autobus,
54.41,18.56,Cmentarz Oliwski,Autobus,
54.42,18.56,Czyżewskiego (N/Ż),Autobus,
54.42,18.56,Bobrowa (N/Ż),Autobus,
54.42,18.56,Bobrowa (N/Ż),Autobus,
54.42,18.56,Sarnia,Autobus,
54.41,18.57,Oliwa Pętla Tramwajowa,Autobus,
54.41,18.57,Oliwa Pętla Tramwajowa,Autobus,
54.41,18.58,Poznańska (N/Ż),Autobus,
54.41,18.58,Poznańska (N/Ż),Autobus,
54.42,18.59,Piastowska,Autobus,
54.42,18.59,Piastowska,Autobus,
54.42,18.59,Tysiąclecia,Autobus,
54.42,18.59,Tysiąclecia,Autobus,
54.42,18.45,Nowy Świat,Autobus,
54.42,18.45,Nowy Świat,Autobus,
54.42,18.45,Osowa PKP (N/Ż),Autobus,
54.42,18.45,Osowa PKP,Autobus,
54.43,18.46,Biwakowa,Autobus,
54.43,18.46,Biwakowa,Autobus,
54.43,18.46,Niedziałkowskiego,Autobus,
54.43,18.46,Niedziałkowskiego,Autobus,
54.43,18.47,Barniewicka,Autobus,
54.43,18.47,Barniewicka,Autobus,
54.43,18.47,Nowa,Autobus,
54.43,18.47,Nowa,Autobus,
54.25,18.63,Pruszcz Nowowiejskiego,Autobus,
54.43,18.48,Sopocka,Autobus,
54.25,18.63,Pruszcz Nowowiejskiego,Autobus,
54.43,18.48,Sopocka,Autobus,
54.43,18.5,Osowa Obwodnica,Autobus,
54.43,18.5,Osowa Obwodnica,Autobus,
54.26,18.64,Pruszcz Chopina,Autobus,
54.42,18.54,Rynarzewo (N/Ż),Autobus,
54.42,18.54,Rynarzewo (N/Ż),Autobus,
54.27,18.64,Pruszcz Przemysłowa (N/Ż),Autobus,
54.27,18.64,Pruszcz Przemysłowa (N/Ż),Autobus,
54.41,18.56,Cystersów,Autobus,
54.41,18.56,Cystersów,Autobus,
54.4,18.63,PCK,Autobus,
54.4,18.63,PCK,Autobus,
54.4,18.63,Dworska,Autobus,
54.4,18.63,Dworska,Autobus,
54.41,18.59,Czerwony Dwór,Autobus,
54.42,18.59,Piastowska,Autobus,
54.42,18.59,Piastowska,Autobus,
54.42,18.58,Pomorska,Autobus,
54.39,18.6,Pilotów,Autobus,
54.4,18.6,Rzeczypospolitej,Autobus,
54.39,18.6,Dywizjonu 303,Autobus,
54.4,18.61,Leszczyńskich ,Autobus,
54.4,18.6,Rzeczypospolitej,Autobus,
54.4,18.61,Zaspa Szpital,Autobus,
54.4,18.61,Leszczyńskich ,Autobus,
54.41,18.61,Czarny Dwór,Autobus,
54.41,18.61,Czarny Dwór,Autobus,
54.41,18.6,Przymorze Wielkie,Autobus,
54.41,18.6,Przymorze Wielkie,Autobus,
54.41,18.6,Obrońców Wybrzeża ,Autobus,
54.41,18.59,Obrońców Wybrzeża ,Autobus,
54.41,18.59,Chłopska ,Autobus,
54.4,18.59,Krynicka,Autobus,
54.4,18.59,Krynicka,Autobus,
54.4,18.59,Kołobrzeska,Autobus,
54.4,18.59,Kołobrzeska,Autobus,
54.4,18.6,Opolska,Autobus,
54.41,18.6,Opolska,Autobus,
54.41,18.6,Olsztyńska,Autobus,
54.41,18.6,Olsztyńska,Autobus,
54.41,18.61,Biały Dwór,Autobus,
54.41,18.6,Biały Dwór,Autobus,
54.41,18.6,Park Reagana,Autobus,
54.41,18.6,Park Reagana,Autobus,
54.49,18.51,Witomino Leśniczówka,Autobus,
54.41,18.59,Jagiellońska,Autobus,
54.41,18.59,Jagiellońska,Autobus,
54.41,18.59,Czerwony Dwór,Autobus,
54.41,18.59,Czerwony Dwór,Autobus,
54.41,18.59,Bora - Komorowskiego,Autobus,
54.41,18.59,Bora - Komorowskiego,Autobus,
54.38,18.62,Biała,Autobus,
54.38,18.62,Mickiewicza,Autobus,
54.39,18.62,Lwowska,Autobus,
54.4,18.62,Grudziądzka,Autobus,
54.41,18.62,Czarny Dwór,Autobus,
54.4,18.61,Zaspa Szpital,Autobus,
54.4,18.61,Korczaka (N/Ż),Autobus,
54.4,18.61,Drzewieckiego,Autobus,
54.39,18.6,Kilińskiego,Autobus,
54.38,18.57,Podkarpacka,Autobus,
54.38,18.57,Podkarpacka,Autobus,
54.37,18.56,Potokowa - Matemblewska (N/Ż),Autobus,
54.37,18.56,Potokowa - Matemblewska (N/Ż),Autobus,
54.37,18.57,Dolne Młyny (N/Ż),Autobus,
54.37,18.57,Dolne Młyny (N/Ż),Autobus,
54.37,18.57,Ogrodowa (N/Ż),Autobus,
54.37,18.57,Ogrodowa (N/Ż) ,Autobus,
54.38,18.59,Chrzanowskiego,Autobus,
54.37,18.57,Potokowa,Autobus,
54.38,18.43,Przyrodników,Autobus,
54.38,18.45,"Ogrody Działkowe ""Rębiechowo"" I (N/Ż)",Autobus,
54.38,18.45,"Ogrody Działkowe ""Rębiechowo"" II (N/Ż)",Autobus,
54.37,18.46,Bysewo (N/Ż),Autobus,
54.37,18.47,Kosmonautów (N/Ż),Autobus,
54.37,18.48,Rakietowa (N/Ż),Autobus,
54.37,18.49,Nowatorów,Autobus,
54.38,18.51,Agrarna,Autobus,
54.39,18.47,Spadochroniarzy,Autobus,
54.39,18.48,Radiowa (N/Ż),Autobus,
54.39,18.48,Ikara,Autobus,
54.38,18.49,Wojnarskiego,Autobus,
54.39,18.63,Wrzeszczańska,Autobus,
54.38,18.48,Firoga,Autobus,
54.38,18.49,Szybowcowa (N/Ż),Autobus,
54.38,18.49,Szybowcowa (N/Ż),Autobus,
54.38,18.5,Astronautów,Autobus,
54.38,18.5,Astronautów,Autobus,
54.38,18.51,Agrarna,Autobus,
54.38,18.51,Agrarna,Autobus,
54.38,18.52,Harfowa,Autobus,
54.38,18.52,Harfowa,Autobus,
54.37,18.56,Słowackiego Działki (N/Ż),Autobus,
54.37,18.56,Słowackiego Działki (N/Ż),Autobus,
54.37,18.57,Potokowa,Autobus,
54.42,18.58,Rybacka,Autobus,
54.37,18.57,Potokowa,Autobus,
54.37,18.57,Potokowa,Autobus,
54.38,18.57,Trawki (N/Ż),Autobus,
54.38,18.57,Trawki (N/Ż),Autobus,
54.38,18.58,Srebrniki,Autobus,
54.38,18.58,Srebrniki,Autobus,
54.38,18.59,Chrzanowskiego,Autobus,
54.38,18.6,Galeria Bałtycka,Autobus,
54.38,18.6,Galeria Bałtycka,Autobus,
54.36,18.58,Kolumba,Autobus,
54.36,18.58,Kolumba,Autobus,
54.36,18.57,Brętowo PKM,Autobus,
54.36,18.57,Brętowo PKM,Autobus,
54.36,18.58,Budapesztańska,Autobus,
54.36,18.58,Budapesztańska,Autobus,
54.36,18.59,Piecewska,Autobus,
54.36,18.59,Dobrowolskiego,Autobus,
54.36,18.59,Piecewska,Autobus,
54.37,18.59,Strzelnica (N/Ż),Autobus,
54.36,18.59,Dobrowolskiego,Autobus,
54.37,18.59,Falista (N/Ż),Autobus,
54.37,18.59,Strzelnica (N/Ż),Autobus,
54.37,18.6,Na Wzgórzu - Teatr Leśny,Autobus,
54.37,18.59,Falista (N/Ż),Autobus,
54.37,18.61,Sobótki,Autobus,
54.37,18.6,Na Wzgórzu - Teatr Leśny,Autobus,
54.36,18.6,Schuberta ,Autobus,
54.36,18.6,Schuberta ,Autobus,
54.36,18.6,Schumana,Autobus,
54.36,18.6,Schumana,Autobus,
54.36,18.61,Pomorskie Szkoły Rzemiosł,Autobus,
54.36,18.61,Pomorskie Szkoły Rzemiosł,Autobus,
54.36,18.61,Jarowa,Autobus,
54.36,18.61,Jarowa,Autobus,
54.37,18.61,Kręta (N\Ż),Autobus,
54.37,18.61,Kręta (N\Ż),Autobus,
54.37,18.61,Siedlicka,Autobus,
54.37,18.61,Siedlicka,Autobus,
54.38,18.62,Uphagena,Autobus,
54.37,18.61,Matejki,Autobus,
54.35,18.6,Nowolipie (N/Ż),Autobus,
54.38,18.61,Jaśkowa Dolina,Autobus,
54.35,18.6,Park Naukowo - Technologiczny,Autobus,
54.35,18.6,Park Naukowo - Technologiczny,Autobus,
54.36,18.59,Wileńska,Autobus,
54.35,18.61,Nad Jarem,Autobus,
54.36,18.6,Kurpińskiego,Autobus,
54.36,18.6,Kurpińskiego,Autobus,
54.36,18.6,Otwarta,Autobus,
54.36,18.6,Otwarta,Autobus,
54.36,18.61,Wagnera,Autobus,
54.36,18.61,Wagnera,Autobus,
54.36,18.62,Wyczółkowskiego,Autobus,
54.36,18.62,Wyczółkowskiego,Autobus,
54.36,18.63,Płowce,Autobus,
54.36,18.63,Płowce,Autobus,
54.35,18.64,Hevelianum,Autobus,
54.35,18.63,Hevelianum,Autobus,
54.3,18.61,Starogardzka,Autobus,
54.3,18.61,Starogardzka,Autobus,
54.3,18.6,Przemian (N/Ż),Autobus,
54.3,18.6,Przemian (N/Ż),Autobus,
54.32,18.59,Przebiśniegowa,Autobus,
54.32,18.59,Przebiśniegowa,Autobus,
54.32,18.6,Niepołomicka,Autobus,
54.32,18.6,Niepołomicka,Autobus,
54.32,18.6,Łódzka (N/Ż),Autobus,
54.32,18.6,Łódzka (N/Ż),Autobus,
54.33,18.6,Płocka,Autobus,
54.33,18.6,Płocka,Autobus,
54.33,18.6,Przemyska,Autobus,
54.33,18.6,Przemyska,Autobus,
54.33,18.59,Kielecka,Autobus,
54.33,18.59,Kielecka,Autobus,
54.34,18.6,Cmentarz Łostowicki,Autobus,
54.34,18.6,Cmentarz Łostowicki,Autobus,
54.35,18.6,Emaus,Autobus,
54.34,18.51,Kiełpino - Szkoła,Autobus,
54.34,18.51,Otomińska (N/Ż),Autobus,
54.34,18.51,Kiełpino - Szkoła,Autobus,
54.37,18.46,"Schronisko dla zwierząt ""Promyk"" (N/Ż)",Autobus,
54.34,18.51,Otomińska (N/Ż),Autobus,
54.37,18.47,Instal (N/Ż),Autobus,
54.37,18.46,"Schronisko dla zwierząt ""Promyk"" (N/Ż)",Autobus,
54.37,18.47,Centrostal (N/Ż),Autobus,
54.37,18.47,Centrostal (N/Ż),Autobus,
54.36,18.47,Unimor (N/Ż),Autobus,
54.36,18.47,Unimor (N/Ż),Autobus,
54.34,18.56,Pólnicy,Autobus,
54.34,18.55,Gronostajowa (N/Ż),Autobus,
54.36,18.48,Kokoszki Poczta (N/Ż),Autobus,
54.36,18.48,Kokoszki Poczta (N/Ż),Autobus,
54.37,18.49,Nowatorów,Autobus,
54.36,18.49,Nowatorów,Autobus,
54.36,18.49,Transportowców,Autobus,
54.36,18.49,Transportowców,Autobus,
54.36,18.49,Kokoszki (N/Ż),Autobus,
54.35,18.49,Fabryczna,Autobus,
54.35,18.5,Inżynierska (N/Ż),Autobus,
54.35,18.5,Inżynierska (N/Ż),Autobus,
54.35,18.51,Karczemki,Autobus,
54.35,18.51,Karczemki,Autobus,
54.35,18.53,Węzeł Karczemki (N/Ż),Autobus,
54.35,18.53,Węzeł Karczemki (N/Ż),Autobus,
54.34,18.54,Jasień Działki (N/Ż),Autobus,
54.34,18.54,Jasień Działki (N/Ż),Autobus,
54.34,18.55,Źródlana,Autobus,
54.34,18.56,Zwierzyniecka (N/Ż),Autobus,
54.34,18.56,Damroki,Autobus,
54.34,18.56,Damroki,Autobus,
54.34,18.58,Lipowa,Autobus,
54.34,18.58,Lipowa,Autobus,
54.34,18.58,Myśliwska,Autobus,
54.34,18.58,Myśliwska,Autobus,
54.35,18.59,Pagórkowa,Autobus,
54.35,18.59,Pagórkowa,Autobus,
54.35,18.6,Zielony Stok,Autobus,
54.35,18.6,Zielony Stok,Autobus,
54.35,18.61,Siedlce,Autobus,
54.35,18.6,Emaus,Autobus,
54.35,18.62,Zakopiańska,Autobus,
54.35,18.62,Zakopiańska,Autobus,
54.35,18.63,Bema,Autobus,
54.35,18.64,Urząd Miejski,Autobus,
54.35,18.69,Węzeł Elbląska (N/Ż),Autobus,
54.34,18.63,Worcella,Autobus,
54.34,18.61,Cieszyńskiego,Autobus,
54.34,18.63,Wronki,Autobus,
54.34,18.63,Reformacka,Autobus,
54.34,18.63,Stoczniowców (N/Ż),Autobus,
54.34,18.64,Cmentarna (N/Ż),Autobus,
54.34,18.64,Zaroślak,Autobus,
54.34,18.64,Zaroślak,Autobus,
54.31,18.62,Dom Pomocy Społecznej (N/Ż),Autobus,
54.33,18.62,Uranowa,Autobus,
54.33,18.61,Platynowa,Autobus,
54.33,18.61,Platynowa,Autobus,
54.33,18.62,Małomiejska (N/Ż),Autobus,
54.33,18.62,Małomiejska (N/Ż),Autobus,
54.33,18.63,Ptasia,Autobus,
54.33,18.63,Ptasia,Autobus,
54.29,18.64,Święty Wojciech,Autobus,
54.29,18.64,Ostróżek (N/Ż),Autobus,
54.29,18.64,Ostróżek (N/Ż),Autobus,
54.3,18.63,Niegowska,Autobus,
54.3,18.63,Niegowska,Autobus,
54.31,18.63,Ukośna (N/Ż),Autobus,
54.31,18.63,Ukośna (N/Ż),Autobus,
54.32,18.63,Urząd Dozoru Technicznego (N/Ż),Autobus,
54.32,18.63,Nowiny (N/Ż),Autobus,
54.32,18.63,Nowiny (N/Ż),Autobus,
54.32,18.63,Gościnna,Autobus,
54.32,18.63,Gościnna,Autobus,
54.33,18.63,Rejtana,Autobus,
54.33,18.63,Rejtana,Autobus,
54.33,18.63,Sandomierska ,Autobus,
54.33,18.63,Sandomierska ,Autobus,
54.34,18.64,Stare Szkoty (N/Ż),Autobus,
54.34,18.64,Stare Szkoty (N/Ż),Autobus,
54.34,18.64,Brama Oruńska (N/Ż),Autobus,
54.34,18.64,Brama Oruńska (N/Ż),Autobus,
54.34,18.64,Zaroślak (N/Ż),Autobus,
54.34,18.64,Zaroślak (N/Ż),Autobus,
54.34,18.65,Mostowa,Autobus,
54.34,18.65,Brama Nizinna,Autobus,
54.34,18.65,Urząd Wojewódzki / Marszałkowski,Autobus,
54.34,18.66,Wróbla,Autobus,
54.34,18.65,Muzeum Narodowe,Autobus,
54.34,18.65,Muzeum Narodowe,Autobus,
54.35,18.67,Maki,Autobus,
54.34,18.69,Zawodzie,Autobus,
54.34,18.68,Olszynka Niwki,Autobus,
54.33,18.67,Gęsia,Autobus,
54.33,18.67,Bratki,Autobus,
54.34,18.67,Sierpowa,Autobus,
54.35,18.8,Ornitologów (N/Ż),Autobus,
54.35,18.8,Ornitologów (N/Ż),Autobus,
54.35,18.8,Nadwiślańska (N/Ż),Autobus,
54.35,18.8,Nadwiślańska (N/Ż),Autobus,
54.35,18.81,Tęczowa (N/Ż),Autobus,
54.35,18.81,Tęczowa (N/Ż),Autobus,
54.35,18.82,Jodowa,Autobus,
54.35,18.82,Jodowa,Autobus,
54.4,18.63,Nowa Gdańska (N/Ż),Autobus,
54.4,18.63,Nowa Gdańska (N/Ż),Autobus,
54.35,18.79,Zagroble (N/Ż),Autobus,
54.35,18.79,Zagroble (N/Ż),Autobus,
54.35,18.77,Płońska (N/Ż),Autobus,
54.35,18.77,Płońska (N/Ż),Autobus,
54.34,18.77,Naftowa (N/Ż),Autobus,
54.34,18.76,Oczyszczalnia (N/Ż),Autobus,
54.34,18.76,Oczyszczalnia (N/Ż),Autobus,
54.34,18.75,Benzynowa (N/Ż),Autobus,
54.31,18.92,Przegalińska (N/Ż),Autobus,
54.31,18.93,Przegalińska (N/Ż),Autobus,
54.31,18.93,Świbnieńska III,Autobus,
54.31,18.93,Świbnieńska III,Autobus,
54.32,18.93,Uzdrowiskowa (N/Ż),Autobus,
54.32,18.93,Uzdrowiskowa (N/Ż),Autobus,
54.33,18.93,Świbnieńska I (N/Ż),Autobus,
54.33,18.93,Świbnieńska I (N/Ż),Autobus,
54.33,18.93,Przystań,Autobus,
54.33,18.93,Przystań,Autobus,
54.34,18.93,Węgorzowa,Autobus,
54.34,18.93,Węgorzowa,Autobus,
54.34,18.92,Kempingowa,Autobus,
54.34,18.92,Kempingowa,Autobus,
54.34,18.91,Trałowa - Szkoła,Autobus,
54.34,18.87,Lazurowa,Autobus,
54.34,18.86,Pole Namiotowe (N/Ż),Autobus,
54.34,18.84,Kanałowa (N/Ż),Autobus,
54.34,18.83,Sobieszewo,Autobus,
54.28,18.64,Pruszcz Radunica (N/Ż),Autobus,
54.41,18.6,Olsztyńska,Autobus,
54.28,18.64,Pruszcz Radunica (N/Ż),Autobus,
54.41,18.6,Olsztyńska,Autobus,
54.4,18.6,Meissnera,Autobus,
54.4,18.6,Meissnera,Autobus,
54.4,18.61,Leszczyńskich,Autobus,
54.39,18.63,Klonowicza,Autobus,
54.39,18.62,Chrobrego (N/Ż),Autobus,
54.35,18.61,Soplicy,Autobus,
54.35,18.61,Domeyki,Autobus,
54.34,18.61,Zosi,Autobus,
54.34,18.72,Rafineria,Autobus,
54.34,18.72,Rafineria,Autobus,
54.35,18.72,Michałki (N/Ż),Autobus,
54.35,18.72,Michałki (N/Ż),Autobus,
54.35,18.71,Tarcice,Autobus,
54.35,18.71,Tarcice,Autobus,
54.35,18.7,Błonia,Autobus,
54.35,18.7,Błonia,Autobus,
54.35,18.69,Węzeł Elbląska (N/Ż),Autobus,
54.35,18.68,Miałki Szlak (N/Ż),Autobus,
54.35,18.68,Miałki Szlak (N/Ż),Autobus,
54.35,18.67,Mostek,Autobus,
54.35,18.67,Brama Żuławska,Autobus,
54.35,18.68,Żarnowiecka,Autobus,
54.35,18.48,Brodnicka,Autobus,
54.35,18.48,Brodnicka,Autobus,
54.35,18.48,Borska (N/Ż),Autobus,
54.38,18.68,Ku Ujściu (N/Ż),Autobus,
54.4,18.68,Przystań Żeglugi,Autobus,
54.4,18.68,Przystań Żeglugi,Autobus,
54.38,18.68,Sucharskiego - PKP (N/Ż),Autobus,
54.36,18.77,Łowicka,Autobus,
54.36,18.69,Budzysza,Autobus,
54.36,18.76,Łęczycka,Autobus,
54.36,18.77,Łowicka,Autobus,
54.35,18.76,Baza Manipulacyjna (N/Ż),Autobus,
54.36,18.76,Łęczycka,Autobus,
54.36,18.75,Kępna (N/Ż),Autobus,
54.35,18.76,Baza Manipulacyjna (N/Ż),Autobus,
54.36,18.74,Steczka,Autobus,
54.36,18.75,Kępna (N/Ż),Autobus,
54.36,18.73,Sówki,Autobus,
54.36,18.74,Steczka,Autobus,
54.36,18.72,Stogi,Autobus,
54.36,18.73,Sówki,Autobus,
54.36,18.69,Sucharskiego,Autobus,
54.36,18.7,Kaczeńce - Sienna (N/Ż),Autobus,
54.36,18.69,Dickensa (N/Ż),Autobus,
54.35,18.67,Elbląska,Autobus,
54.36,18.68,Bajki,Autobus,
54.35,18.67,Brama Żuławska,Autobus,
54.35,18.66,Długie Ogrody,Autobus,
54.35,18.65,Żabi Kruk,Autobus,
54.35,18.65,Żabi Kruk,Autobus,
54.34,18.66,Chłodna,Autobus,
54.36,18.61,Pomorskie Szkoły Rzemiosł,Autobus,
54.35,18.65,Brama Wyżynna,Autobus,
54.36,18.62,Cygańska Góra,Autobus,
54.36,18.62,Cygańska Góra,Autobus,
54.35,18.65,Brama Wyżynna,Autobus,
54.35,18.64,Hucisko,Autobus,
54.35,18.64,Hucisko,Autobus,
54.36,18.71,Tamka (N/Ż),Autobus,
54.35,18.65,Dworzec Główny,Autobus,
54.36,18.65,Dworzec Główny,Autobus,
54.36,18.65,Dworzec Główny,Autobus,
54.36,18.65,Dworzec Główny,Autobus,
54.36,18.65,Dworzec Główny,Autobus,
54.36,18.65,Dworzec Główny,Autobus,
54.36,18.65,Dworzec Główny,Autobus,
54.35,18.65,Dworzec Główny,Autobus,
54.38,18.62,Plac Komorowskiego (N/Ż),Autobus,
54.36,18.65,Wały Piastowskie,Autobus,
54.35,18.65,Toruńska,Autobus,
54.36,18.66,Rybaki Górne,Autobus,
54.36,18.65,Aksamitna,Autobus,
54.36,18.65,Wały Piastowskie,Autobus,
54.44,18.57,Sopot Chopina,Autobus,
54.55,18.43,Cisowa Sibeliusa,Autobus,
54.47,18.49,Lipowa,Autobus,
54.47,18.49,Gryfa Pomorskiego,Autobus,
54.48,18.55,"Orłowo SKM - ""Klif""",Autobus,
54.55,18.44,Cisowa SKM,Autobus,
54.55,18.44,Jęczmienna,Autobus,
54.55,18.44,Jęczmienna,Autobus,
54.51,18.53,Witomińska,Autobus,
54.48,18.55,"Orłowo SKM - ""Klif""",Autobus,
54.52,18.52,Bpa Okoniewskiego,Autobus,
54.47,18.5,Nałkowskiej,Autobus,
54.52,18.52,Stocznia SKM - Morska,Autobus,
54.48,18.55,Nawigatorów,Autobus,
54.48,18.55,Orłowo SKM - Orłowska,Autobus,
54.48,18.55,"Orłowo SKM - ""Klif""",Autobus,
54.47,18.55,Kolibki,Autobus,
54.46,18.55,Bernadowska,Autobus,
54.48,18.55,Nawigatorów,Autobus,
54.48,18.55,Zwycięstwa - Wielkopolska,Autobus,
54.54,18.48,Zamenhofa,Autobus,
54.32,18.61,Łostowice Świętokrzyska,Autobus,
54.54,18.48,Leszczynki SKM,Autobus,
54.54,18.47,Pucka,Autobus,
54.42,18.59,Jelitkowo,Autobus,
54.35,18.79,Górki Wschodnie,Autobus,
54.47,18.48,Karwiny Tuwima,Autobus,
54.34,18.63,Chełm Cienista,Autobus,
54.47,18.49,Brzechwy,Autobus,
54.4,18.67,Nowy Port Szaniec Zachodni,Autobus,
54.47,18.49,Źródło Marii,Autobus,
54.42,18.57,Żabianka SKM,Autobus,
54.41,18.57,Oliwa Pętla Tramwajowa,Autobus,
54.38,18.61,Wrzeszcz PKP,Autobus,
54.38,18.6,Wrzeszcz PKP,Autobus,
54.36,18.66,Muzeum II Wojny Światowej,Autobus,
54.55,18.46,Chylonia Dworzec PKP,Autobus,
54.4,18.62,Baza Hallera (techniczny),Autobus,
54.34,18.56,Jasień Pólnicy,Autobus,
54.32,18.57,Jaworzniaków,Autobus,
54.32,18.58,Zakoniczyn,Autobus,
54.32,18.61,Łostowice Świętokrzyska,Autobus,
54.37,18.63,Politechnika SKM,Autobus,
54.52,18.52,Stocznia SKM - Morska,Autobus,
54.31,18.58,Olimpijska,Autobus,
54.32,18.6,Kampinoska,Autobus,
54.34,18.5,Kiełpino Górne,Autobus,
54.52,18.52,Bpa Okoniewskiego,Autobus,
54.28,18.64,Święty Wojciech,Autobus,
54.34,18.47,Smęgorzyno,Autobus,
54.25,18.65,Pruszcz Komarowo,Autobus,
54.52,18.53,Gdynia Dworzec Gł. PKP - Wolności,Autobus,
54.31,18.61,Maćkowy,Autobus,
54.42,18.45,Osowa PKP,Autobus,
54.43,18.49,Galaktyczna,Autobus,
54.42,18.59,Jelitkowo,Autobus,
54.52,18.53,Warszawska,Autobus,
54.38,18.56,Niedźwiednik,Autobus,
54.35,18.61,Suchanino,Autobus,
54.37,18.55,Matemblewo,Autobus,
54.37,18.46,Bysewo,Autobus,
54.34,18.51,Lipuska,Autobus,
54.51,18.53,Witomińska,Autobus,
54.31,18.92,Przegalina,Autobus,
54.35,18.79,Górki Wschodnie,Autobus,
54.41,18.68,Westerplatte,Autobus,
54.35,18.78,Górki Zachodnie,Autobus,
54.34,18.67,Olszynka Szkoła,Autobus,
54.32,18.64,Orunia Równa,Autobus,
54.34,18.63,Chełm Cienista,Autobus,
54.31,18.62,Bartnicza,Autobus,
54.33,18.62,Orunia Górna,Autobus,
54.34,18.63,Chełm Cienista,Autobus,
54.35,18.58,Migowo,Autobus,
54.4,18.67,Nowy Port Szaniec Zachodni,Autobus,
54.39,18.59,Zaspa SKM,Autobus,
54.42,18.6,Jelitkowo Kapliczna,Autobus,
54.41,18.57,Oliwa Pętla Tramwajowa,Autobus,
54.41,18.57,Oliwa PKP,Autobus,
54.41,18.57,Oliwa PKP,Autobus,
54.41,18.57,Oliwa PKP,Autobus,
54.38,18.6,Wrzeszcz PKP,Autobus,
54.38,18.6,Wrzeszcz PKP,Autobus,
54.38,18.6,Wrzeszcz PKP,Autobus,
54.36,18.66,Muzeum II Wojny Światowej,Autobus,
54.38,18.47,Port Lotniczy,Autobus,
54.38,18.47,Port Lotniczy,Autobus,
54.38,18.47,Port Lotniczy,Autobus,
54.35,18.66,Targ Rybny,Autobus,
54.46,18.46,Gdynia Rdestowa - Leśny Zakątek,Autobus,
54.45,18.42,Chwaszczyno Wiejska,Autobus,
54.44,18.42,Chwaszczyno,Autobus,
54.45,18.43,Chwaszczyno Gdyńska (N/Ż),Autobus,
54.45,18.44,Centrum Nadawcze RTV (N/Ż),Autobus,
54.46,18.45,Gdynia Leśna Polana (N/Ż),Autobus,
54.47,18.46,Gdynia Szafranowa,Autobus,
54.47,18.47,Gdynia Paprykowa,Autobus,
